City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
314,Mandali,IQ,87.96,clear sky,33.7499,45.5541,قرئ الشيخ سحاب الندا
315,Alvaraes,BR,78.67,overcast clouds,-3.2208,-64.8042,Av. Castelo Branco. Ginásio Ermelino vieira.
316,Nanakuli,US,74.71,scattered clouds,21.3906,-158.1547,Camp Pālehua
317,Medina,SA,93.63,few clouds,24.4686,39.6142,Anwar Al Madinah Mövenpick Hotel
318,San Rafael,AR,82.36,broken clouds,-34.6177,-68.3301,Hotel San Rafael
319,Port Victoria,KE,78.78,broken clouds,0.0939,33.9756,Homepark motel
320,Maues,BR,86.43,overcast clouds,-3.3836,-57.7186,Hotel Miramar
321,Aitape,PG,78.73,overcast clouds,-3.1374,142.3475,
322,Broken Hill,AU,69.51,clear sky,-31.95,141.4333,Royal Exchange Hotel
323,Nuevo Progreso,MX,69.6,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
324,Monrovia,LR,87.57,light rain,6.3005,-10.7969,Sunset Inn
325,Shwebo,MM,75.96,scattered clouds,22.5667,95.7,MOON SHINE Guest House
326,Bria,CF,89.33,overcast clouds,6.5423,21.9863,
327,Belmonte,BR,81.1,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
328,Navirai,BR,77.58,broken clouds,-23.065,-54.1906,Dubai Hotel - Também sua casa!
329,Namibe,AO,76.71,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
330,Mana,GF,83.89,broken clouds,5.6592,-53.7767,LE SAMANA
331,Florida,US,78.76,overcast clouds,28.7505,-82.5001,Sportsmens Cove
332,Kassala,SD,98.06,broken clouds,15.451,36.4,Amassi Hotel Gash
333,Palaikastron,GR,71.74,broken clouds,35.2,26.25,Marina Village
334,Beroroha,MG,95.49,clear sky,-21.6667,45.1667,
335,Atar,MR,84.02,overcast clouds,20.5169,-13.0499,Oumou Elghoura
336,Port Shepstone,ZA,69.1,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
337,Biltine,TD,97.86,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
338,Villa Altagracia,DO,80.11,few clouds,18.673,-70.171,La Maison de AAVA
339,Qui Nhon,VN,78.64,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
340,Kuhdasht,IR,74.71,scattered clouds,33.535,47.6061,فروشگاه زنبیل
341,Lake City,US,67.86,heavy intensity rain,30.1897,-82.6393,Ramada Limited Lake City
342,Shakiso,ET,68.45,light rain,5.75,38.9167,Bealu Girma Hottel
343,Gigmoto,PH,80.44,overcast clouds,13.7796,124.39,Cj's Travellers Inn
344,Maldonado,UY,81.79,clear sky,-34.6667,-54.9167,La Cimarrona
345,Yulara,AU,82.24,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
346,Sambava,MG,79.92,broken clouds,-14.2667,50.1667,Melrose
347,Puerto Narino,CO,75.15,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
348,Byron Bay,AU,75.15,broken clouds,-28.65,153.6167,Backpackers Inn on the Beach
349,Viedma,AR,90.52,scattered clouds,-40.8135,-62.9967,Hotel Cristal
